ID;Название;Регион;Город;Адрес;Индекс;Телефон;Мобильный телефон;Email;Сайт;Рубрика;Подрубрика;Время работы;Способы оплаты;whatsapp;viber;telegram;vkontakte;odnoklassniki;youtube;Факс;rutube;yandex zen;Кол-во оценок;Рейтинг;Кол-во отзывов;Широта;Долгота
84462676854;Maki;Москва и Московская область;Москва;Дубнинская ул., 83А, Москва;127591;+7 (499) 394-24-12;+7 (962) 990-24-12;admin@servicefortaxi.ru, kovaleva.m.al@gmail.com;https://servicefortaxi.ru/;Автомобили / Автосервис, услуги;Пункты техосмотра;пн-пт 09:00–18:00;наличными, оплата картой, СБП;79629902412;;;;;;;;;16;4.6;9;55.892564;37.552806
1025092595;Авто-Пост;Москва и Московская область;Москва;Джамгаровская ул., 5, стр. 1, Москва;129336;;+7 (925) 610-01-10;ac-medvedkovo@yandex.ru;https://medvedkovo.clients.site/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Диагностика автомобилей;"пн-пт 09:30–19:30; сб 10:00–18:00";наличными, оплата картой, банковским переводом, безналичная, QR-код;79256100110;;https://t.me/+79256100110;;;;;;;449;4.4;155;55.890106;37.68938
1025674859;Автоспецкомпонент;Москва и Московская область;Москва;Автомоторная ул., 1/3с2, Москва;;;+7 (926) 383-08-22;info@truck-sell.ru;http://truck-sell.ru/;Автомобили / Автосервис, услуги;Переоборудование авто;пн-пт 09:00–18:00;;79263830822;;;;;;;;;0;0.0;0;55.846018;37.539037
1025846987;На колесах.ру;Москва и Московская область;Москва;Дубининская ул., 76, Москва;115225;+7 (499) 681-41-46;;info@3801010.ru, mtc01@nakolesah.ru, mtc06@nakolesah.ru, mtc12@nakolesah.ru, mtc14@nakolesah.ru, mtc15@nakolesah.ru, mtc17@nakolesah.ru, mtc19@nakolesah.ru, mtc22@nakolesah.ru, mtc24@nakolesah.ru;http://www.nakolesah.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа;Автомагазины, Автосервисы, Шины и диски;ежедневно, 09:00–21:00;скидки на услуги льготным категориям, дисконтная система скидок, постоплата, наличными, оплата картой, банковским переводом, рассрочка;79933381010;;https://t.me/nakolesahbot;https://vk.com/nakolesahru;;https://youtube.com/user/nakolesahtube;;;;659;4.9;410;55.720025;37.634794
84543900914;ТрансКом;Москва и Московская область;Москва;Кавказский бул., 54, стр. 2, Москва;;;+7 (925) 506-52-05;gojman2012@mail.ru;https://transcomavto.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 09:00–21:00;предоплата, постоплата, наличными, банковским переводом, рассрочка, безналичная, QR-код, СБП;79959034722;;;;;;;;;22;4.1;9;55.630467;37.639806
84544143637;Kirsi;Москва и Московская область;Москва;просп. Мира, 211, корп. 2, Москва;129226;;+7 (912) 366-79-91, +7 (969) 101-48-53;filakatov@yandex.ru;https://avtomaticheskaja-avtomojka.clients.site/;Автомобили / Автосервис, услуги, Производство и поставки / Оборудование для АЗС и автосервиса;Автомоечное оборудование, Автомойки, Автохимчистки;ежедневно, круглосуточно;дисконтная система скидок, предоплата, наличными, оплата картой, оплата кредитной картой;79123667991;;https://t.me/kirsi_moika;;;;;;;575;4.7;405;55.846399;37.661377
84554842475;TopCar design;Москва и Московская область;Москва;ул. Генерала Дорохова, 28А, Москва;121471;+7 (495) 968-99-99, +7 (495) 969-96-99;;dmitry@topcar-design.com, info@boostlogic.com, info@savageedition.com, natalia@topcar-design.com, stinghdmotorsports@gmail.com, vlad@eurochargedcanada.com;https://top-car.ru/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Оклейка машин, Тюнинг;пн-пт 10:00–20:00;наличными, оплата картой, банковским переводом, безналичная;79857759999;;;;;;;;;108;4.9;27;55.688583;37.433139
84576692862;Рат-Авто;Москва и Московская область;Москва;Стахановская ул., 24, Москва;;+7 (495) 995-86-74;+7 (963) 782-66-74, +7 (963) 977-73-56;admin@e-detector.ru, bekbek@li.ru, edetector@yandex.ru;http://www.e-detector.ru/, http://www.rat-auto.ru/;Автомобили / Автосервис, услуги, Медицина и фармацевтика / Медицинские центры и клиники;Автосервисы, Диагностические центры, Ремонт АКПП;пн-пт 08:00–18:00;наличными, банковским переводом;89637826674;https://viber.click/89639777356;;;;;;;;11;4.4;6;55.720371;37.747628
84588703735;Carstar.ru;Москва и Московская область;Москва;ул. Красного Маяка, 16, стр. 2, Москва;117570;8 (800) 333-53-11;+7 (926) 614-01-08;info@carstar.ru;https://www.carstar.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автоаксессуары, Автоателье;пн-пт 10:00–19:00;наличными, оплата картой;;;;https://vk.com/carstar_ru;;https://www.youtube.com/c/CarstarTV;;;;175;5.0;123;55.613596;37.585746
1026321166;С-Авто;Москва и Московская область;Москва;;109651;;+7 (926) 723-10-89;office@subsuz.ru;http://www.subsuz.ru/;Автомобили / Автосервис, услуги;Автосервисы, Шиномонтажи;ежедневно, круглосуточно;;;;;https://vk.com/club65269832;;;;;;53;3.9;29;55.657273;37.724863
1026479497;LRstyle;Москва и Московская область;Москва;Рябиновая ул., 34А, стр. 6, Москва;121471;;+7 (925) 507-69-73, +7 (925) 507-71-08;info@lrstyle.ru;http://lrstyle.ru/;Автомобили / Автосервис, услуги;Автосервисы, Тюнинг, Шиномонтажи;ежедневно, 09:00–21:00;наличными, оплата картой, безналичная, оплата кредитной картой;79255077108;;;;;;;;;333;4.5;118;55.690144;37.422713
84734003096;Простайл;Москва и Московская область;Москва;Болотниковская ул., 47соор1, Москва;117209;;+7 (968) 596-00-01;info@prostyle-detailing.ru;https://prostyle-detailing.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомойки, Детейлинг, Тюнинг;ежедневно, 09:00–23:00;скидки на услуги льготным категориям, наличными, оплата картой, банковским переводом, онлайн, QR-код, СБП, оплата кредитной картой, бесконтактная оплата, постоплата, предоплата, дисконтная система скидок, безналичная;;;;https://vk.com/tuning_prostyle;;;;;;176;4.7;97;55.662182;37.582842
1027456461;Фаворит Пежо;Москва и Московская область;Москва;;121471;+7 (495) 720-13-76;+7 (903) 966-51-75;mail@citroenexpert.ru, mail@peugeotexpert.ru, mail@polomokauto.net;https://peugeotexpert.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы, Шиномонтажи;"пн-пт 09:00–20:00; сб,вс 09:00–18:00";предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная;89039665175;https://viber.click/89039665175;;https://vk.com/club81556391;;;;;;136;4.6;53;55.692792;37.418234
84868191017;Техосмотр РФ;Москва и Московская область;Москва;ул. Мнёвники, 1, стр. 11, Москва;123308;;+7 (985) 250-58-05;vyacheslavpereplyotov@yandex.ru;https://tehosmotrrf.clients.site/;Автомобили / Автосервис, услуги;Пункты техосмотра;;дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн, QR-код, СБП;79852505805;;https://t.me/+79852505805;;;;;;;81;5.0;67;55.774786;37.503134
84887255677;Dservice;Москва и Московская область;Москва;;127204;;+7 (926) 919-69-33;vektorchehov@ya.ru;;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–22:00;;;;;;;;;;;0;0.0;0;55.941332;37.532286
84896657926;Техосмотр;Москва и Московская область;Москва;Поморская ул., 48А, стр. 7, Москва;;;+7 (926) 977-74-74, +7 (929) 667-66-76;set_to@bk.ru;http://пройти-гто.рф/;Автомобили / Автосервис, услуги, Бизнес / Страхование;Автострахование, Пункты техосмотра;ежедневно, 09:00–21:00;безналичная, оплата картой, предоплата, онлайн, наличными, постоплата, банковским переводом, электронными деньгами;79269777474;https://viber.click/79269777474;https://t.me/89269777474;;;;;;;144;5.0;106;55.87031;37.572077
1027926112;Техцентр Асс;Москва и Московская область;Москва;2-я Хуторская ул., 38А, стр. 27, Москва;127287;+7 (495) 146-88-69;+7 (967) 004-79-79, +7 (968) 858-56-31;info@acc-moscow.ru, priemka@acc-moscow.ru;http://www.acc-moscow.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;пн-пт 09:00–20:00;оплата картой;79688585631;;https://t.me/accmoscow;http://vk.com/acccompany;;;;;;484;4.8;220;55.803761;37.563962
1028000019;Автосервис М1;Москва и Московская область;Москва;Маломосковская ул., 22, стр. 2, Москва;129626;+7 (499) 653-98-07;+7 (985) 165-17-24;flagman-avto69@mail.ru;http://www.remontavtomos.ru/, https://remontavtomos.ru/contacts/;Автомобили / Автосервис, услуги;Автосервисы;"пн-пт 09:00–20:00; сб,вс 09:00–19:00";скидки на услуги льготным категориям, дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, банковским переводом, рассрочка, безналичная, онлайн, QR-код, оплата кредитной картой;89851651724;;;;;;;;;442;4.6;191;55.811613;37.651973
84976015486;ZFMaster;Москва и Московская область;Москва;ул. Горбунова, 12, корп. 2, стр. 1, Москва;;+7 (499) 719-87-96;+7 (926) 908-31-79;efa96777c79b4ab4925936e4f31994dd@stacks.vk;https://www.zfmaster.ru/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Диагностика автомобилей, Ремонт АКПП;"пн-чт 09:00–16:00; пт 09:00–13:00";предоплата, постоплата, наличными, оплата картой, безналичная, онлайн, QR-код, СБП;79269083179;;https://t.me/ZFMASTERtransmission;https://vk.com/remontakppzf;;https://www.youtube.com/@ZFMaster;;;;354;5.0;189;55.7271;37.385258
85007611039;Zamenisteklo;Москва и Московская область;Москва;Сигнальный пр., 18, Москва;127273;+7 (495) 015-25-24;+7 (964) 711-78-88;zamenisteklo@yandex.ru;http://www.zamenisteklo.com/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Бытовые услуги / Бытовые услуги;Автостёкла, Оклейка машин, Тюнинг;ежедневно, 09:00–21:00;QR-код, оплата картой, постоплата, предоплата, СБП, безналичная, бесконтактная оплата, наличными, скидки на услуги льготным категориям, банковским переводом, оплата кредитной картой, по ссылке;79647117888;https://viber.click/79647117888;https://t.me/Zamenisteklo;http://vk.com/public163399473;http://ok.ru/group/54143640928337;;;;;234;5.0;176;55.851819;37.604488
1029101357;Интер-авто;Москва и Московская область;Москва;Молодогвардейская ул., 61, стр. 4, Москва;121351;+7 (495) 775-12-77;;7751277@mail.ru;http://uzdm-parts.ru/, http://интеравто.москва/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;ежедневно, 09:00–21:00;скидки на услуги льготным категориям, дисконтная система скидок, постоплата, наличными, оплата картой, банковским переводом, рассрочка, безналичная, онлайн, QR-код, СБП;74957751277;https://viber.click/74957751277;https://t.me/autotechcentree;https://vk.com/atc_interavto;;;;;;969;5.0;629;55.733616;37.392527
85074392785;Reborn Technologies;Москва и Московская область;Москва;Сколковское ш., 31, стр. 9, Москва;;+7 (495) 133-74-77;;info@reborn.tech;http://www.reborn.tech/chiptuning;Автомобили / Автосервис, услуги;Автоателье, Тюнинг;ежедневно, 10:00–20:00;наличными, оплата картой, банковским переводом, безналичная, QR-код;79255173033;;https://t.me/Reborn_Technologies_chat;https://vk.com/reborn.tech;;https://www.youtube.com/@RebornTechnologies/videos;;;;355;5.0;162;55.706455;37.406552
85095841666;LR-Shop;Москва и Московская область;Москва;;;+7 (495) 921-41-92;;lr-shop@mail.ru;http://9214192.ru/, http://www.lr-shop.ru/, http://www.lr-shop.su/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа;Автомагазины, Автосервисы, Автохимия;пн-пт 10:00–20:00;;;;;;;;;;;60;4.7;22;55.801708;37.603595
85156393235;Аквапринт Студия APS-tuning;Москва и Московская область;Москва;1-й Силикатный пр., 25, стр. 1, Москва;123007;;+7 (903) 107-91-97;kolleso2009@yandex.ru;http://aquaprint-studio.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Детейлинг, Тюнинг;пн-пт 10:00–19:00;скидки на услуги льготным категориям, предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, безналичная;89099730303;https://viber.click/89099730303;https://t.me/89099730303;;;;;;;311;5.0;259;55.770758;37.509488
85196317464;Автолис;Москва и Московская область;Москва;Сигнальный пр., 7Б, стр. 3, Москва;127106;+7 (495) 120-75-05;;info@autolis.msk.ru;http://autolis.msk.ru/, https://autolis-center.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Бытовые услуги / Бытовые услуги;Автосигнализация, Оклейка машин, Тонировка авто;ежедневно, 10:00–19:00;безналичная, QR-код;79266045872;https://viber.click/79266045872;https://t.me/+79266045872;http://vk.com/autolis;;https://www.youtube.com/user/AutolisRU;;;;140;5.0;57;55.849352;37.589123
85223842281;Шинрем;Москва и Московская область;Москва;Амурская ул., 17, стр. 2, Москва;107497;;+7 (926) 714-03-67, +7 (985) 285-74-94;verineya2022@mail.ru;https://verineya.ru/?ysclid=m2hxoz46199581351;Автомобили / Автосервис, услуги;Заправка автокондиционеров, Шиномонтажи;ежедневно, 09:00–21:00;наличными, безналичная;;;;;;;;;;34;4.8;18;55.813474;37.786239
1029136001;AutoCity24;Москва и Московская область;Москва;Шмитовский пр., 16, стр. 2, Москва;;;+7 (965) 422-50-00;office.vidnoe@autocentercity.ru;http://avto-city.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомойки, Детейлинг, Шиномонтажи;ежедневно, 09:00–22:00;наличными, оплата картой, онлайн, СБП;;;;;;;;;;262;4.3;85;55.758001;37.54838
1029178075;Татнефть;Москва и Московская область;Москва;Дуговая ул., 1, Москва;;8 (800) 100-41-12, 8 (800) 555-59-11;;franchise@tatneft.ru, tn@88001004112.ru;https://azs.tatneft.ru/;Автомобили / Автосервис, услуги, Автомобили / АЗС и стоянки;Автомойки, АГЗС, АЗС;ежедневно, круглосуточно;;;;https://t.me/azstatneft;https://vk.com/azs.tatneft;https://ok.ru/azs.tatneft;;;;;982;4.4;332;55.611531;37.66116
1029576174;Автоторг;Москва и Московская область;Москва;;115201;;+7 (916) 314-02-17;7395364@mail.ru, km@avtmotors.ru, kozyrev@avtmotors.ru, metel@avtmotors.ru, sm@avtmotors.ru;http://www.at-part.ru/;Автомобили / Автосервис, услуги, Бизнес / Страхование;Автострахование, Пункты техосмотра;ежедневно, 08:00–22:00;;;;;http://vk.com/public66667479;;;;;;0;0.0;0;55.644826;37.639554
85289429296;Алекс-Сервис;Москва и Московская область;Москва;ул. Плещеева, 14Б, стр. 2, Москва;127560;+7 (495) 144-41-41;+7 (936) 144-10-01, +7 (936) 144-41-41;admin@alexks-service.ru;https://alexks-service.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автосервисы, Шиномонтажи, Шины и диски;ежедневно, 10:00–21:00;предоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн, QR-код, СБП, оплата кредитной картой;79255850473;;https://t.me/Alexks_Service;https://vk.com/alexks_service;;;;;;304;4.7;157;55.884128;37.610939
1029630890;Car City;Москва и Московская область;Москва;;111622;+7 (495) 988-82-77;;post@carcity.center;http://carcity.center/;Автомобили / Автосервис, услуги;Автомойки, Автосервисы, Шиномонтажи;"пн-чт 08:00–22:00; пт,сб 08:00–23:00; вс 08:00–22:00";наличными, оплата картой;;;;;;;;;;461;4.3;169;55.707218;37.85373
85445162069;Аудиопорт;Москва и Московская область;Москва;;115432;+7 (495) 227-04-89;+7 (916) 737-89-30;install@audio-port.ru;http://audio-port.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары;Автоакустика, Автосигнализация, Тюнинг;вт-сб 10:00–17:00;наличными, банковским переводом, онлайн, СБП;;;;https://vk.com/install_audioport;;;;;;64;4.7;40;55.700339;37.68977
1030400435;МТБР;Москва и Московская область;Москва;Москва, Новомосковский административный округ, район Щербинка, квартал № 110, 2/1с1;;+7 (495) 721-25-38, +7 (495) 969-25-14, +7 (495) 969-25-15, 8 (800) 250-55-22;+7 (915) 400-13-65;info.ru@man-rus.ru, man.ru@man-rus.ru, pod.ru@man-rus.ru;http://man-podolsk.ru/, http://www.mantruckandbus.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;ежедневно, 08:00–20:00;дисконтная система скидок, наличными, оплата картой, электронными деньгами, банковским переводом, рассрочка, СБП;;;https://t.me/topused;https://vk.com/mtbrussia;https://ok.ru/group/53485801963736;https://www.youtube.com/https://youtu.be/f4mMG71oVf0, https://www.youtube.com/playlist?list=PL-Ck4mYjSOhXnanjk27Jc38_JILTV5d86;;;;775;4.7;223;55.487763;37.565715
85475044126;Ремонт лобового стекла;Москва и Московская область;Москва;ул. Соловьиная Роща, 16, Москва;125466;;+7 (906) 035-36-61;info@remontlobovogostekla.ru;http://remontlobovogostekla.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа;Автостёкла, Детейлинг, Тонировка авто;ежедневно, 10:00–20:00;наличными, оплата картой, банковским переводом, безналичная;;;;;;;;;;155;4.9;98;55.896522;37.399299
85495546234;Форвард Очаково;Москва и Московская область;Москва;Очаковское ш., 44, Москва;119530;+7 (495) 182-15-30;;priemka@dakar-auto.ru, priemka@service-forward.ru;https://service-forward.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы, Ремонт грузовых автомобилей;ежедневно, 08:30–21:00;наличными, оплата картой, банковским переводом;;;;;;;;;;26;4.2;5;55.682345;37.438705
85579006475;Паркинг 24/7;Москва и Московская область;Москва;Москва, Новомосковский административный округ, Филимонковский район, Проектируемый проезд № 7035;;;+7 (968) 303-56-19, +7 (977) 854-68-82;ivanovbestrent@gmail.com;https://parking-247.clients.site/;Автомобили / Автосервис, услуги, Автомобили / АЗС и стоянки, Производство и поставки / Машиностроение;Автопарковки, Грузовая техника, Шиномонтажи;ежедневно, круглосуточно;предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, безналичная, СБП, оплата кредитной картой;79161861000;;http://t.me/realBIGPARKING;;;;;;;4;0.0;2;55.584137;37.262038
85595741576;Фаркоп сервис;Москва и Московская область;Москва;пр. Энтузиастов, 19, Москва;111024;+7 (495) 741-33-22;+7 (985) 331-44-55;info@farkop.net, servis-3s@yandex.ru;http://farkop.net/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Производство и поставки / Машиностроение;Автоаксессуары, Автомобильные прицепы, Автосервисы;ежедневно, 10:00–21:00;предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, безналичная;;;;;;;;;;44;4.6;23;55.755682;37.722091
1031275389;Lr-star;Москва и Московская область;Москва;2-й Сельскохозяйственный пр., 6, стр. 5, Москва;129226;+7 (495) 749-55-99;+7 (905) 766-12-03;lr-star.msk@yandex.ru;;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы, Шиномонтажи;пн-сб 10:00–21:00;;79651288208;;;;;;;;;159;4.4;61;55.832537;37.642485
85775238750;Автосимвол;Москва и Московская область;Москва;3-й Угрешский пр., 8А, стр. 3, Москва;;+7 (495) 055-70-70;+7 (926) 515-70-70;info@autosimvol.ru;https://autosimvol.ru/;Автомобили / Автосервис, услуги, Производство и поставки / Машиностроение;Автосервисы, Ремонт двигателей, Ремонт турбин;пн-сб 10:00–19:30;наличными, банковским переводом;79265157070;https://viber.click/79265157070;https://t.me/autosimvol;;;http://youtube.com/channel/UC8wKmbMqpbPrINW0X6lDTJQ, https://www.youtube.com/channel/UC8wKmbMqpbPrINW0X6lDTJQ?view_as=subscriber;;;;47;4.9;34;55.710656;37.694413
85817380886;PMservice;Москва и Московская область;Москва;Балтийская ул., 4Асоор2, Москва;125315;+7 (495) 162-76-57;+7 (905) 584-11-52;info@pmservis.ru;https://pmservis.ru/;Автомобили / Автосервис, услуги, Спорт / Спортивные товары;Запчасти для мототехники, Ремонт мототехники, Шиномонтажи;ежедневно, 00:00–21:00;наличными, оплата картой, безналичная;79055841152;;https://t.me/pmservis;;;;;;;109;5.0;56;55.807926;37.512676
1031707578;АвтоСпецСервис Кунцево;Москва и Московская область;Москва;ул. Ивана Франко, 10, Москва;121108;+7 (495) 255-26-05, +7 (495) 995-30-00, +7 (499) 120-35-55;;info@service-kunsevo.ru;https://service-kunsevo.ru/contact/?ysclid=m7p19omiyt925057005;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;ежедневно, 10:00–20:30;наличными, оплата картой, банковским переводом;;;;;;;;;;391;4.3;189;55.727896;37.448585
85961207742;АвтоТехСити;Москва и Московская область;Москва;Огородный пр., 1Б, стр. 1, Москва;127254;;+7 (985) 777-11-80;a7771180@yandex.ru, andreev@autotechcity.ru;https://techosmotr-atc.ru/;Автомобили / Автосервис, услуги;Пункты техосмотра;пн-сб 10:00–21:00;;;;;;;;;;;85;5.0;80;55.807633;37.602928
85986485086;Тонировка ЮВАО;Москва и Московская область;Москва;Ташкентская ул., 28, стр. 1, Москва;109472;;+7 (916) 597-30-05;kingtint@yandex.ru;https://tonirovka-auto-ru.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Строительство и недвижимость / Стройматериалы;Автостёкла, Защитные плёнки, Тонировка авто;"пн-пт 08:00–20:00; сб 08:00–16:00";наличными, банковским переводом;79165973005;;;https://vk.com/tonirovkagost;;;;;;201;5.0;153;55.699284;37.806074
86052135311;РусВольво;Москва и Московская область;Москва;3-я Мытищинская ул., 16, стр. 25, Москва;;+7 (495) 120-13-19;;info@rusvolvo.ru;https://rusvolvo.ru/?utm_campaign=rusvolvo-cards&utm_content=mutishi&utm_medium=cpc&utm_source=yandex;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 09:00–21:00;;;;;https://vk.com/rusvolvo1;;https://www.youtube.com/@rusvolvo4872;;;;484;5.0;266;55.805098;37.649436
86109537546;Хан детейлинг;Москва и Московская область;Москва;Профсоюзная ул., 64/66, Москва;117393;;+7 (904) 567-66-72;profiwillson@bk.ru;http://www.xandetailing.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомойки, Детейлинг, Тюнинг;ежедневно, 10:00–22:00;наличными, оплата картой, безналичная, оплата кредитной картой;79169454047;;https://t.me/xandetailing1;https://vk.com/xandetailing;;;;;;168;5.0;95;55.66617;37.548581
86187050466;Jet-bus;Москва и Московская область;Москва;Рябиновая ул., 38Б, стр. 4, Москва;121471;;+7 (917) 512-88-84;info@jet-bus.ru;http://jet-bus.ru/;Автомобили / Автосервис, услуги;Тюнинг;"пн-пт 10:00–18:00; сб 10:00–16:00";;79175128884;https://viber.click/79175128884;;;;http://youtube.com/channel/UCLcsZXU1IEVq56koZcVVjGQ;;;;65;5.0;31;55.68458;37.423988
86203687221;Depp;Москва и Московская область;Москва;ул. Свободы, 35, стр. 17, Москва;125362;+7 (495) 230-72-72, +7 (495) 721-32-22, +7 (495) 741-07-49;;info@chevrolet-express.ru;;Автомобили / Автосервис, услуги;Автосервисы;пн-пт 10:00–19:00;предоплата, наличными, оплата картой, банковским переводом, sms-платеж, безналичная, онлайн, QR-код, СБП, оплата кредитной картой, бесконтактная оплата;;;;;;;;;;167;4.4;40;55.837324;37.446866
86267841537;77volvo.ru;Москва и Московская область;Москва;Беломорская ул., 9, Москва;;+7 (495) 292-31-70;;client@77volvo.ru, info@77volvo.ru;https://77volvo.ru/, https://dzen.ru/77volvo.ru, https://taplink.cc/77volvo;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомагазины, Автосервисы;ежедневно, 09:00–21:00;наличными, оплата картой;;;https://t.me/client77max_bot;https://vk.com/77volvo;;http://youtube.com/channel/UCjzzhedvnSVM8qO4GIhelIA;;;;662;5.0;288;55.866309;37.471249
86278230961;Working Class Motorcycle;Москва и Московская область;Москва;;;;+7 (965) 123-88-72;control110386@gmail.com;https://wcmservice.ru/index.php;Автомобили / Автосервис, услуги, Отдых и туризм / Хобби, Спорт / Спортивные товары;Автоклубы, мотоклубы, Ремонт мототехники, Тюнинг;ежедневно, 11:00–21:00;СБП, QR-код, онлайн, безналичная, банковским переводом, скидки на услуги льготным категориям, наличными, дисконтная система скидок, наложенным платежом;79651238872;;;;;;;;;26;4.9;21;55.860456;37.443341
1032364324;FordClass;Москва и Московская область;Москва;Волоколамское ш., 89, корп. 1, стр. 1, Москва;125371;+7 (495) 157-47-67;+7 (925) 006-60-05;shop-zp@mail.ru;http://fordclass.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа, Производство и поставки / Машиностроение;Автоаксессуары, Автомагазины, Автосервисы, Производство автозапчастей, Ремонт АКПП;ежедневно, 10:00–20:00;предоплата, наличными, оплата картой;;;;;;;;;;368;4.7;163;55.827518;37.409982
1032860235;Поршивец;Москва и Московская область;Москва;ул. Римского-Корсакова, 15А, Москва;127566;+7 (495) 646-15-65, +7 (495) 797-01-39;+7 (925) 233-78-75;remont@autoporsche.ru;https://autoporsche.ru/;Автомобили / Автосервис, услуги;Автосервисы;ежедневно, 10:00–20:00;наличными, оплата картой;;;;;;;;;;498;4.5;216;55.87736;37.608522
86289294072;Rcs;Москва и Московская область;Москва;Большой Дровяной пер., 8, стр. 1, Москва;109004;8 (800) 333-26-09;;info@rcs.ru;https://rcs.ru/;Автомобили / Автосервис, услуги, Автомобили / Запчасти, аксессуары, Автомобили / Продажа;Автоаксессуары, Автоателье, Детейлинг;;;;;;https://vk.com/rcsbrand;;https://www.youtube.com/channel/UCF6fq7FH_mqDykGK62VxoFw, https://youtube.com/channel/UCeE1U4Fe2QX6j17PcHJrUfQ;;;;90;4.9;65;55.743811;37.657116
1033646263;Лоджик сити;Москва и Московская область;Москва;;109052;+7 (495) 177-47-37, +7 (495) 177-47-47, +7 (495) 664-23-22;;trade@mail.ru, vasilii@gmail.com;;Автомобили / Автосервис, услуги, Транспорт и перевозки / Экспедирование и перевозка грузов;Автоэвакуаторы, Перевозка авто;ежедневно, круглосуточно;дисконтная система скидок, предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, онлайн, СБП;;;;;;http://youtube.com/channel/UCIyMnLKIv4Ccq23a4E2MXcg, https://www.youtube.com/channel/UCIyMnLKIv4Ccq23a4E2MXcg?feature=emb_ch_name_ex;;;;83;4.3;41;55.73547;37.716491
1033734063;Авто-Трейд;Москва и Московская область;Москва;ул. Маршала Воробьёва, 8, Москва;123458;+7 (495) 111-30-03, +7 (495) 980-03-30;;auto-trade@mail.ru, togay.ualihan@gmail.com;http://auto-trade.ru/;Автомобили / Автосервис, услуги, Автомобили / Продажа, Производство и поставки / Машиностроение;Автосалоны, Автосервисы, Грузовая техника;пн-пт 10:00–18:00;;;;;;;;;;;73;4.7;14;55.793226;37.382229
86492990849;Оникс Карс;Москва и Московская область;Москва;Братиславская ул., 22, Москва;;+7 (495) 320-05-85;+7 (977) 089-26-69;info@onyxcars.ru;http://oniks-kars.clients.site/;Автомобили / Автосервис, услуги, Автомобили / Продажа;Автомойки, Детейлинг, Шиномонтажи;ежедневно, 09:00–21:00;наличными, оплата картой, банковским переводом, QR-код;79686570470;;;;;;;;;414;4.6;249;55.655356;37.761304
86550833519;ВЛ Прайм;Москва и Московская область;Москва;ул. Ермакова Роща, 7А, стр. 1, Москва;;+7 (495) 790-09-49;;info@vlprime.ru;http://vlprime.ru/;Автомобили / Автосервис, услуги, Бытовые услуги / Бытовые услуги;Автосервисы, Ремонт автоэлектрики, Ремонт АКПП;пн-пт 10:00–19:00;наличными, оплата картой, банковским переводом, QR-код, СБП;;;;https://vk.com/vlprime;;;;;;54;5.0;37;55.75927;37.529984
